"Reporting month";"Sales Month";"Platform";"Country / Region";"Label Name";"Artist Name";"Release title";"Track title";;;"Release Catalog nb";"Product";"Sales Type";"Quantity";"Client Payment Currency";"Net Revenue"
"2019-05-01";"2019-05-01";"YouTube Red";"Finland";"Label";"Band";"Song 3";;;;;;"Stream";1;"EUR";0.010182667845
"2019-05-01";"2019-04-01";"Spotify Stream";"Peru";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";9.374625E-05
"2019-05-01";"2019-04-01";"Google Sub";"Germany";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.004674030531
"2019-05-01";"2019-04-01";"Spotify Stream";"Uruguay";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.00012299508
"2019-05-01";"2019-05-01";"YouTube Official Music Content";"Finland";"Label";"Band";"Song 4";;;;;;"Stream";14;"EUR";0.04522956037
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Finland";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";259;"EUR";0.003981937107
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Hungary";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";4;"EUR";0.000281551458
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Finland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";161;"EUR";0.065202569333
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";305;"EUR";0.002426480954
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Spain";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";3.9562266E-05
"2019-05-01";"2019-05-01";"Apple Music";"Germany";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";7;"EUR";0.04186107549
"2019-05-01";"2019-05-01";"iTunes";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Download";1;"EUR";0.488725911582
"2019-05-01";"2019-04-01";"Spotify Stream";"Denmark";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";11;"EUR";0.04364750403
"2019-05-01";"2019-04-01";"Google Sub";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";6;"EUR";0.021497890919
"2019-05-01";"2019-04-01";"Spotify Stream";"Philippines";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00044848206
"2019-05-01";"2019-04-01";"Google Sub";"Australia";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.004185889503
"2019-05-01";"2019-04-01";"Google Sub";"Finland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.024603440823
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Greece";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";24;"EUR";0.000265067181
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Spain";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";5;"EUR";0.000257154728
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Canada";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";21;"EUR";0.00020902011
"2019-05-01";"2019-05-01";"Apple Music";"Austria";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00878514858
"2019-05-01";"2019-05-01";"iTunes";"United states";"Label";"Band";"Song 4";"Song 4 ";;;;;"Download";1;"EUR";0.377753742246
"2019-05-01";"2019-05-01";"iTunes Match";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";5;"EUR";0.001427085897
"2019-05-01";"2019-05-01";"YouTube Red";"United states";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";4;"EUR";0.027958653238
"2019-05-01";"2019-05-01";"YouTube Red";"Brazil";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.002468685386
"2019-05-01";"2019-05-01";"YouTube Red";"Australia";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.009905072613
"2019-05-01";"2019-05-01";"YouTube Red";"Canada";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.003413564167
"2019-05-01";"2019-04-01";"Spotify Stream";"Spain";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";22;"EUR";0.0435957576
"2019-05-01";"2019-04-01";"Spotify Stream";"Argentina";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";4;"EUR";0.00261214551
"2019-05-01";"2019-04-01";"Spotify Stream";"Netherlands";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";37;"EUR";0.090573825152
"2019-05-01";"2019-04-01";"Spotify Stream";"Mexico";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";4;"EUR";0.00199267029
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"United states";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";60;"EUR";0.003114210612
"2019-05-01";"2019-04-01";"Spotify Stream";"Belgium";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";9;"EUR";0.02474376021
"2019-05-01";"2019-04-01";"Spotify Stream";"Bulgaria";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00219066237
"2019-05-01";"2019-04-01";"Spotify Stream";"Greece";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.00284538618
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Portugal";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";7;"EUR";0.000137149188
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Ukraine";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";3.6924781E-05
"2019-05-01";"2019-05-01";"YouTube Red";"France";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.007902562593
"2019-05-01";"2019-05-01";"Apple Music";"Austria";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00434382624
"2019-05-01";"2019-05-01";"YouTube Red";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";19;"EUR";0.170574687093
"2019-05-01";"2019-05-01";"YouTube Red";"Germany";"Label";"Band";"Song 3";;;;;;"Stream";9;"EUR";0.047854516707
"2019-05-01";"2019-05-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Song 3";;;;;;"Stream";1;"EUR";0.000222053218
"2019-05-01";"2019-04-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";35;"EUR";0.000357662134
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Germany";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";99;"EUR";0.002035478642
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"Mexico";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";7;"EUR";0.000154952076
"2019-05-01";"2019-05-01";"iTunes";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Download";1;"EUR";0.465186378201
"2019-05-01";"2019-05-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00624262407
"2019-05-01";"2019-05-01";"YouTube Red";"United states";"Label";"Band";"Song 4";;;;;;"Stream";1;"EUR";0.009615608702
"2019-05-01";"2019-05-01";"YouTube Red";"Finland";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.010182667845
"2019-05-01";"2019-04-01";"Spotify Stream";"Chile";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.00015074397
"2019-05-01";"2019-03-01";"Deezer";"Finland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.028811514993
"2019-05-01";"2019-04-01";"Spotify Stream";"Lithuania";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.00647749089
"2019-05-01";"2019-05-01";"Youtube Audio Fingerprint";"United kingdom";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";20;"EUR";0.000782673492
"2019-06-01";"2019-06-01";"YouTube Official Music Content";"Sweden";"Label";"Band";"Song 4";;;;;;"Stream";2;"EUR";0.003669487166
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Portugal";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";7;"EUR";0.031754476236
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Germany";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";2;"EUR";0.000348978908
"2019-06-01";"2019-06-01";"YouTube Red";"Chile";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000331399746
"2019-06-01";"2019-06-01";"YouTube Red";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.001421307751
"2019-06-01";"2019-06-01";"YouTube Red";"Poland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";0.001075584244
"2019-06-01";"2019-06-01";"YouTube Red";"Macedonia, the former yugoslav republic of";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.001335365184
"2019-06-01";"2019-06-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";21;"EUR";0.07658618643
"2019-06-01";"2019-05-01";"Spotify Stream";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";88;"EUR";0.245051062565
"2019-06-01";"2019-06-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.006040091066
"2019-06-01";"2019-05-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";5;"EUR";0.01578611853
"2019-06-01";"2019-05-01";"Spotify Stream";"Austria";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00179917803
"2019-06-01";"2019-05-01";"Spotify Stream";"United kingdom";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";40;"EUR";0.127275886261
"2019-06-01";"2019-05-01";"Spotify Stream";"Czech republic";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00251764929
"2019-06-01";"2019-05-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";6;"EUR";0.02063092473
"2019-06-01";"2019-05-01";"Google Sub";"Canada";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.004942634704
"2019-06-01";"2019-05-01";"Spotify Stream";"France";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";14;"EUR";0.04019689206
"2019-06-01";"2019-05-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.0023849046
"2019-06-01";"2019-05-01";"Google Sub";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.022143231735
"2019-06-01";"2019-05-01";"Google";"Finland";"Label";"Band";"Album";;;;;;"Download";1;"EUR";4.199832
"2019-06-01";"2019-06-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.001062625743
"2019-06-01";"2019-06-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";22;"EUR";0.091765566428
"2019-06-01";"2019-06-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";9;"EUR";0.07830736758
"2019-06-01";"2019-06-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";6;"EUR";0.04495020192
"2019-06-01";"2019-05-01";"Spotify Stream";"Uruguay";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00344311227
"2019-06-01";"2019-06-01";"Apple Music";"Sweden";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";12;"EUR";0.079306520148
"2019-06-01";"2019-06-01";"Apple Music";"Spain";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00529628814
"2019-06-01";"2019-05-01";"Spotify Stream";"Chile";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";6.299748E-05
"2019-06-01";"2019-05-01";"Google Sub";"Finland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";0.022143231735
"2019-06-01";"2019-06-01";"YouTube Red";"United states";"Label";"Band";"Song 4";;;;;;"Stream";2;"EUR";0.01988333367
"2019-06-01";"2019-06-01";"YouTube Official Music Content";"Finland";"Label";"Band";"Song 4";;;;;;"Stream";1;"EUR";0.001212962135
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Peru";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.000763065819
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"France";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";88;"EUR";0.090218209718
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Belgium";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.000367860164
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Canada";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";2;"EUR";0.000595087166
"2019-06-01";"2019-06-01";"YouTube Red";"Chile";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.000331399746
"2019-06-01";"2019-06-01";"YouTube Red";"Ireland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.001726664295
"2019-06-01";"2019-06-01";"YouTube Official Music Content";"Peru";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.000462266836
"2019-06-01";"2019-06-01";"YouTube Red";"Poland";"Label";"Band";"Album";;;;;;"Stream";1;"EUR";0.001873157306
"2019-06-01";"2019-06-01";"YouTube Red";"Finland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.010374309529
"2019-06-01";"2019-06-01";"Apple Music";"United kingdom";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";4;"EUR";0.041906206552
"2019-06-01";"2019-05-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";19;"EUR";0.047546613059
"2019-06-01";"2019-05-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.00535028598
"2019-06-01";"2019-06-01";"Apple Music";"Switzerland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.006353287569
"2019-06-01";"2019-06-01";"Apple Music";"Switzerland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.006353287569
"2019-06-01";"2019-06-01";"Apple Music";"Canada";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";21;"EUR";0.085986834507
"2019-06-01";"2019-06-01";"iTunes Match";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";3;"EUR";0.00079810788
"2019-06-01";"2019-06-01";"iTunes Match";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";3;"EUR";0.00079810788
"2019-06-01";"2019-05-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";5;"EUR";0.00879339825
"2019-06-01";"2019-05-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";68;"EUR";0.178920515393
"2019-06-01";"2019-05-01";"Spotify Stream";"Switzerland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.01062407502
"2019-06-01";"2019-06-01";"Apple Music";"Belgium";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.02106515736
"2019-06-01";"2019-06-01";"Apple Music";"Belgium";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";4;"EUR";0.02106515736
"2019-06-01";"2019-06-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";17;"EUR";0.021182284635
"2019-06-01";"2019-05-01";"Spotify Stream";"Norway";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.00477280908
"2019-06-01";"2019-05-01";"Spotify Stream";"Austria";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";13;"EUR";0.0251539938
"2019-06-01";"2019-05-01";"Spotify Stream";"South africa";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";18;"EUR";0.01971971193
"2019-06-01";"2019-06-01";"Apple Music";"Romania";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.003891756522
"2019-06-01";"2019-06-01";"Apple Music";"Romania";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.003891756522
"2019-06-01";"2019-06-01";"Apple Music";"Colombia";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.003079514451
"2019-06-01";"2019-05-01";"Spotify Stream";"Finland";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1926;"EUR";6.528718826801
"2019-06-01";"2019-05-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00372285108
"2019-06-01";"2019-05-01";"Spotify Stream";"Argentina";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.00125094996
"2019-06-01";"2019-05-01";"Spotify Stream";"United states";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";105;"EUR";0.294960913592
"2019-06-01";"2019-05-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";26;"EUR";0.031960699021
"2019-06-01";"2019-05-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";4;"EUR";0.013830947864
"2019-06-01";"2019-05-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.00320837166
"2019-06-01";"2019-05-01";"Google Sub";"United states";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";9;"EUR";0.031119632696
"2019-06-01";"2019-05-01";"Google Sub";"Belgium";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";3;"EUR";0.019040785838
"2019-06-01";"2019-06-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";52;"EUR";0.232469732392
"2019-06-01";"2019-06-01";"iTunes";"United states";"Label";"Band";"Album";;;;;;"Download";2;"EUR";6.825642332386
"2019-06-01";"2019-05-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.00436032558
"2019-06-01";"2019-05-01";"Spotify Stream";"Czech republic";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00251764929
"2019-06-01";"2019-06-01";"Apple Music";"Germany";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00332761689
"2019-06-01";"2019-06-01";"Apple Music";"France";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00355110795
"2019-06-01";"2019-06-01";"iTunes Match";"Finland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";3;"EUR";0.001027945631
"2019-06-01";"2019-06-01";"YouTube Red";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.001421307751
"2019-06-01";"2019-06-01";"YouTube Red";"Australia";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.01014187395
"2019-06-01";"2019-06-01";"YouTube Red";"Poland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.001075584244
"2019-06-01";"2019-06-01";"YouTube Red";"Poland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.001075584244
"2019-06-01";"2019-06-01";"YouTube Red";"Australia";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.006624088436
"2019-06-01";"2019-05-01";"Spotify Stream";"Portugal";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";16;"EUR";0.01677983628
"2019-06-01";"2019-06-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";28;"EUR";0.12922958061
"2019-06-01";"2019-06-01";"Apple Music";"Switzerland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.011011597583
"2019-06-01";"2019-05-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";9;"EUR";0.03516684327
"2019-06-01";"2019-05-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.017756180771
"2019-06-01";"2019-06-01";"Apple Music";"Belgium";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.02106515736
"2019-06-01";"2019-05-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";7;"EUR";0.0254764884
"2019-06-01";"2019-05-01";"Spotify Stream";"Norway";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";14;"EUR";0.06318647244
"2019-06-01";"2019-05-01";"Spotify Stream";"Mexico";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";7;"EUR";0.00511929672
"2019-06-01";"2019-05-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";16;"EUR";0.017412840959
"2019-06-01";"2019-05-01";"Spotify Stream";"Czech republic";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00251764929
"2019-06-01";"2019-05-01";"Google Sub";"Ukraine";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.000849568286
"2019-06-01";"2019-05-01";"Google Sub";"Ukraine";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.000849568286
"2019-06-01";"2019-05-01";"Google Sub";"Finland";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.022143231735
"2019-06-01";"2019-05-01";"Google Sub";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";36;"EUR";0.124478530785
"2019-06-01";"2019-05-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.00744645213
"2019-06-01";"2019-05-01";"Amazon Premium";"Germany";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.01557837684
"2019-06-01";"2019-05-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";24;"EUR";0.030129347278
"2019-06-01";"2019-05-01";"Spotify Stream";"Czech republic";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";2;"EUR";0.0030073797
"2019-06-01";"2019-05-01";"Spotify Stream";"Greece";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";3;"EUR";0.00652773888
"2019-06-01";"2019-05-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.00081671733
"2019-06-01";"2019-06-01";"Apple Music";"Mexico";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.002270059547
"2019-06-01";"2019-05-01";"Spotify Stream";"Luxembourg";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.00484180632
"2019-06-01";"2019-05-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.0047698092
"2019-06-01";"2019-05-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.0035773569
"2019-06-01";"2019-06-01";"Apple Music";"Greece";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.00760169592
"2019-06-01";"2019-06-01";"Apple Music";"Netherlands";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.02132014716
"2019-06-01";"2019-06-01";"iTunes Match";"Finland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";0.001027945631
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Germany";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";114;"EUR";0.055187498081
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Russian federation";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";13;"EUR";0.005310859973
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Japan";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";5;"EUR";0.00136401264
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Switzerland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.001140041169
"2019-06-01";"2019-06-01";"Youtube Audio Fingerprint";"Brazil";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";3.6460483E-05
"2019-06-01";"2019-06-01";"YouTube Red";"United states";"Label";"Band";"Song 3";;;;;;"Stream";1;"EUR";0.009941992375
"2019-06-01";"2019-06-01";"YouTube Red";"Finland";"Label";"Band";"Album";;;;;;"Stream";1;"EUR";0.006358447775
"2019-06-01";"2019-06-01";"YouTube Red";"Spain";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.000732465057
"2019-06-01";"2019-06-01";"Apple Music";"Switzerland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.019988582485
"2019-06-01";"2019-06-01";"Apple Music";"Canada";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";15;"EUR";0.05680464096
"2019-06-01";"2019-06-01";"Apple Music";"Belgium";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";4;"EUR";0.02106515736
"2019-06-01";"2019-06-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.004206751302
"2019-06-01";"2019-06-01";"Apple Music";"Sweden";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.021534655272
"2019-06-01";"2019-06-01";"Apple Music";"Sweden";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.021534655272
"2019-06-01";"2019-05-01";"Spotify Stream";"Spain";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";12;"EUR";0.01460416431
"2019-06-01";"2019-05-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";4;"EUR";0.031928742527
"2019-06-01";"2019-05-01";"Spotify Stream";"Kuwait";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00281013759
"2019-06-01";"2019-05-01";"Spotify Stream";"Argentina";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";0.00125094996
"2019-06-01";"2019-05-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.00320837166
